categoria;razon_social;nit;departamento;municipio;direccion;correo
Comidas;SOLUCIONES ATENDIDAS EN COMIDAS SAS;901301185;BOGOTA;BOGOTA D.C.;CL 4 NO. 70 A 36;camariv1@gmail.com
Comidas;ARBOREA S A S;900957974;BOGOTA;BOGOTA D.C.;CALLE 90  15 17 OFC 302;jefe.impuestos@qstars.com.co
Comidas;BLUE ZAFIRO SAS;901207626;BOGOTA;BOGOTA D.C.;CL 25 NO. 39 90;ventas1hhoteles@gmail.com
Comidas;LA AREPA SAS;901109220;BOGOTA;BOGOTA D.C.;calle 56 f sur No 88 f  46;laarepasas@gmail.com
Comidas;TESORO NATURAL COLOMBIA SAS;901814993;BOGOTA;BOGOTA D.C.;CL 160 NO. 64 11 IN 8 AP 602;sonia_constanza@yahoo.com
Comidas;GRUPO EMPRESARIAL EVENTOS Y TURISMO S.A.S;901782067;BOGOTA;BOGOTA D.C.;CR 13 NO. 38 - 47;gpeventosyturismo@gmail.com
Comidas;EL FUERTE DE LA PIZZA MR SAS;901701398;BOGOTA;BOGOTA D.C.;CR 50 NO. 118 64 LC 2;elfuertedelapizzamrfacturacion@gmail.com
Comidas;ASPÁLDICO SAS;900837705;BOGOTA;BOGOTA D.C.;CL 56 NO. 71 - 34;ofernandomm@hotmail.com
Comidas;GRUPO ENTRETAPAS S A S;900993130;BOGOTA;BOGOTA D.C.;CALLE 90 N° 11A 41 OFICINA 305;mpinzon@bakertilly.co
Comidas;SEXTO RESTAURANTES SAS;901143367;BOGOTA;BOGOTA D.C.;Carrera 13 #42-36 oficina 301;luispipewar@gmail.com
Comidas;GRUPO 5 G S.A.S.;830507165;BOGOTA;BOGOTA D.C.;AV CRA 45 # 118 - 45;juridico@grupo5g.com
Comidas;URBAN HEIGHTS S.A.S.;900924395;BOGOTA;BOGOTA D.C.;CARRERA 4 # 58-35;uhbogota@gmail.com
Comidas;STEAK STATION S A S;900116340;BOGOTA;BOGOTA D.C.;KR 14 # 151 - 60 AP 102 TO 1;jorgelizarazo42@gmail.com
Comidas;INVERSIONES SB& S.A.S.;901508372;BOGOTA;BOGOTA D.C.;CR 37  1 A 27;misterkampestre@gmail.com
Comidas;SHOKUNIN S.A.S.;901410043;BOGOTA;BOGOTA D.C.;cra 53 b 131 a 85;raul.ardila@shokunin.com.co
Comidas;RAICES CAFÉ&CO SAS;901891457;BOGOTA;BOGOTA D.C.;CR 1A ESTE NO. 42 - 05 SUR;raicescafeco@gmail.com
Comidas;GRUPO DE INVERSIONES MILAGRO SAS;901581137;BOGOTA;BOGOTA D.C.;CR 14 NO. 82 87;albertograol@gmail.com
Comidas;SOCIEDAD HORIZON FOODS SAS;901983838;BOGOTA;BOGOTA D.C.;CR 26 NO. 51 21 BOGOTÁ D.C.;mexitaste.co@gmail.com
Comidas;I AM SCI BOGOTÁ SAS;901854997;BOGOTA;BOGOTA D.C.;AC 85 NO. 12 25;analista.auditoria@sinmente.co
Comidas;AMOR INVERSIONES TURISTICAS SAS;900477578;BOGOTA;BOGOTA D.C.;AV 9 117 A 15;jr_cuestas@hotmail.com
Comidas;COMPACTO BOGOTA S.A.S.;901882319;BOGOTA;BOGOTA D.C.;CR 5 NO. 12 C 69;compactoadmon@gmail.com
Comidas;CASAMILAS SAS;901509827;BOGOTA;BOGOTA D.C.;CL 65 SUR NO. 78 H 51 LC 335;casamilas06@gmail.com
Comidas;MIKA 70 SAS;901017133;BOGOTA;BOGOTA D.C.;CL 70 A NO. 4 08;bayonajh@gmail.com
Comidas;INVERSIONES LOPEZ RUIZ S.A.S;901429458;BOGOTA;BOGOTA D.C.;AV CARACAS NO. 52 85;chiknlr@gmail.com
Comidas;JUKOFA S.A.S;901276957;BOGOTA;BOGOTA D.C.;CLL 56 # 3A - 40;jukofasas@gmail.com
Comidas;INVERSIONES INAYA SAS;900602321;BOGOTA;BOGOTA D.C.;CL 119B # 6A 34;rplinaya@gmail.com
Comidas;ALIANZA JIMENEZ SAS;901160493;BOGOTA;BOGOTA D.C.;CR 5 NO. 12 C 85;jimenezbistro@gmail.com
Comidas;AZAI SERVICIOS PROFESIONALES DE ALIMENTACION SAS;900408270;BOGOTA;BOGOTA D.C.;Cll 19 No. 105-20 1 piso;azaideli@gmail.com
Comidas;HERPER INVERSIONES SAS;901510743;BOGOTA;BOGOTA D.C.;CR 129 17 F 21;juanmacubi@hotmail.com
Comidas;MOUNTCELESTE S.A.S.;901985716;BOGOTA;BOGOTA D.C.;CL 113 NO. 7 21 TO A OF 906;buchhagen@vonbilaw.com
Comidas;SOCIEDAD GAMAL SAS;901610617;BOGOTA;BOGOTA D.C.;TV 13 D NO. 166 50 AP 701 TO 1;sociedadgamalbog@gmail.com
Comidas;MMINNOVATE S.A.S;901739575;BOGOTA;BOGOTA D.C.;CR 13 NO. 97 - 51 OF 201;mminnovate.sas@gmail.com
Comidas;GRUPO INMOBILIARIO ALTILLO SAS;901036934;BOGOTA;BOGOTA D.C.;CARRERA 14 # 94-44 OFIC 401;grupoinmobiliarioaltillo@gmail.com
Comidas;FATIMA INMOBILIARIA SAS EN LIQUIDACION;901845875;BOGOTA;BOGOTA D.C.;CR 14 NO. 90 - 31 OF 502;admon@7sentidos.co
Comidas;SUKHA RESORT S.A.S.;901573780;BOGOTA;BOGOTA D.C.;CR 4 # 58 90 OF 101;sukharesort@gmail.com
Comidas;AALTO BISTRO SAS;901921762;BOGOTA;BOGOTA D.C.;CL 81 NO. 11 94 P 4 LC 302 B;mau@eltecho.in
Comidas;TOURISM YOSSA S.A.S;901428667;BOGOTA;BOGOTA D.C.;CRA 34 # 25 23;tourismyossa@gmail.com
Comidas;NOVA COMPAÑÍA SAS;901684038;BOGOTA;BOGOTA D.C.;CR 80 NO. 8 C 85 TO 8 AP 931 TORRES DE C;cjinversiones2023@gmail.com
Comidas;TOLOMÉ BOGOTA S.A.S;901792638;BOGOTA;BOGOTA D.C.;CR 8 NO. 12 B 93 LC 2;tolomebogota@gmail.com
Comidas;WINES&BEERS SAS;901457240;BOGOTA;BOGOTA D.C.;CRA 76 G SUR # 58 K 37;andresrop28@gmail.com
Comidas;PETUNIA PRODUCCIONES SAS;900924974;BOGOTA;BOGOTA D.C.;CALLE 23 # 5 - 35 AP. 1516;cocina@petunia.co
Comidas;RV-ICE SAS;901943821;BOGOTA;BOGOTA D.C.;CALLE 52 # 24-18;djmalagon26@gmail.com
Comidas;HOTELES LIV SAS;901608485;BOGOTA;BOGOTA D.C.;CALLE 65 BIS 4 12;cristina.marin@sarastihotels.com
Comidas;INVERTIMOS COLOMBIA S.A.S;901220260;BOGOTA;BOGOTA D.C.;CALLE 182 # 45 - 24 TORRE 3 APTO 702;invertimoscolombia@gmail.com
Comidas;WINGS DEPOT SAS;901804853;BOGOTA;BOGOTA D.C.;CR 103 B NO. 152 51 TO 1 AP 1110;sandra.duque10@hotmail.com
Comidas;RESTAURANTE BAR EL RINCON DEL VIEJO WILLY SAS;901689754;BOGOTA;BOGOTA D.C.;CL 127 D NO. 54 08;woa1717@hotmail.com
Comidas;GRUPO EMPRESARIAL M&J S.A.S;901861329;BOGOTA;BOGOTA D.C.;Carrera 14 A 83 10;grupoempresarialorm23@gmail.com
Comidas;MOLANOCOBOS S.A.S;901197585;BOGOTA;BOGOTA D.C.;CR 7 NO. 41 69;criolloentrepanesyparrilla@gmail.com
Comidas;SÁNDUCHES DEL CÉSAR S.A.S;901978939;BOGOTA;BOGOTA D.C.;Calle 63 # 24-79;alcesarr@gmail.com
Comidas;MAIA ROOFTOP S.A.S;901883424;BOGOTA;BOGOTA D.C.;Carrera 14 83 37;danimore9020@gmail.com
Comidas;KUASAR S A S;900980123;BOGOTA;BOGOTA D.C.;CL 145 NO. 7 C 75;kuasarsas@gmail.com
Comidas;CLETUS CATERING COLOMBIA S A S;901036755;BOGOTA;BOGOTA D.C.;CRA 24 D # 17 - 36 SUR;cletuscateringcol@hotmail.com
Comidas;RE LOCOS FOOD S.A.S;901813364;BOGOTA;BOGOTA D.C.;Calle 40 Sur 68 H 56;tatianaarenas566@gmail.com
Comidas;LA BOWLERIA S.A.S.;901974957;BOGOTA;BOGOTA D.C.;CL 127 B BIS NO. 52 A 68;labowleria@gmail.com
Comidas;BEBIDAS SALUDABLES RC SAS;900962382;BOGOTA;BOGOTA D.C.;TRANSVERSAL 74 F # 40 F SUR - 33;lauris26_@hotmail.com
Comidas;BOURBONS 93 S.A.S.;901998093;BOGOTA;BOGOTA D.C.;CL 93 B NO. 18 12;contabilidadbourbons93@gmail.com
Comidas;HL INVERSIONES SAS;900858135;BOGOTA;BOGOTA D.C.;CL 24 A NO. 44 36;alizarazo@hotelaz.com.co
Comidas;SELVA ECOLODGE S.A.S;901841582;BOGOTA;BOGOTA D.C.;Calle 46 4 15;selvaeco.info@gmail.com
Comidas;HOTEL Y CENTRO VACACIONAL LA PRIMAVERA Y CIA S EN C S;900500680;BOGOTA;BOGOTA D.C.;DG 46 A SUR NO. 52 C 50;paseoslaprimavera@hotmail.com
Comidas;SOL DEL DIA S A S;900418331;BOGOTA;BOGOTA D.C.;Calle 73 # 9 - 70;daniel@daniel.com.co
Comidas;ALIMENTOS BENAL S A S;900858868;BOGOTA;BOGOTA D.C.;CLL 67 # 7 - 28;contabilidad@alimentosbenal.com
Comidas;DISTRITO CULINARIO SAS;900856219;BOGOTA;BOGOTA D.C.;CRA 6 NO. 53 - 51;distritoculinario@gmail.com
Comidas;GASTRONOMÍA PAISA SAS;901403694;BOGOTA;BOGOTA D.C.;CL 5 SUR # 10 A 21;gastronomiapaisa@gmail.com
Comidas;HOTELES BOGOTA INN S A S;900274921;BOGOTA;BOGOTA D.C.;AC 63 NO. 28 62;contabilidad.hbi@gmail.com
Comidas;AMAYKA SAS;901406782;BOGOTA;BOGOTA D.C.;CALLE 73 #73A-54;karentmartin.2@gmail.com
Comidas;COZY APARTMENTS SAS;901502926;BOGOTA;BOGOTA D.C.;Calle 147 #13-72;juans.mendez@gmail.com
Comidas;BRUNCHERI SAS;901186322;BOGOTA;BOGOTA D.C.;Cr 52 128B 09 Piso 3;bruncheribox@gmail.com
Comidas;BEER PALS SAS;901214098;BOGOTA;BOGOTA D.C.;CALLE 94 N 72 A 92 CASA 39;beerpals18@gmail.com
Comidas;J&E INVERSIONES AAA S A S;901109553;BOGOTA;BOGOTA D.C.;AC 127 NO. 60 85;gerencia.jeinversiones@gmail.com
Comidas;ANA´S KITCHEN & PIZZA SAS;901116427;BOGOTA;BOGOTA D.C.;CL 92 NO. 8 37 AP 201;anamarcad@yahoo.es
Comidas;BAR PESCADERO DEL RESTREPO SAS;901152414;BOGOTA;BOGOTA D.C.;CR 24 H NO. 20 48 SUR;pescaderodelresprepo@gmail.com
Comidas;TERRAMAX ECO SOLUTIONS S.A.S;901901858;BOGOTA;BOGOTA D.C.;Calle 151 111 A 25;terramaxecosolutions@gmail.com
Comidas;COMPAÑIA DE BUÑUELOS SAS;901511845;BOGOTA;BOGOTA D.C.;CL 144 NO. 46 41 AP 116;superbunuelossasbogota@gmail.com
Comidas;INVERSIONES LEO S.A.S.;860072173;BOGOTA;BOGOTA D.C.;cra 58 90 80 piso 6;hernandocajiao@yahoo.com
Comidas;CREATIVIDAD SINERGICA SAS;901968472;BOGOTA;BOGOTA D.C.;CR 67 NO. 108 96;chuysperroscalientesymas@gmail.com
Comidas;GEA CAPITAL SAS;901885229;BOGOTA;BOGOTA D.C.;CL 97 NO. 21 50 AP 902;einar.murillo@gmail.com
Comidas;ALIMENTOS CARMELO CAFE SAS;900839520;BOGOTA;BOGOTA D.C.;CR 13 N. 35 - 43 PISO 10;luisaefe12@hotmail.com
Comidas;YOON YOO FOOD SAS;901402860;BOGOTA;BOGOTA D.C.;CALLE 96 #69B-18;yoonyoofood@gmail.com
Comidas;LA MONARETA GASTROBAR S.A.S;901963004;BOGOTA;BOGOTA D.C.;CARRERA 8 # 41-39;lamonaretagastrobar@gmail.com
Comidas;PERLA PRIMAVERA S.A.S.;901173659;BOGOTA;BOGOTA D.C.;CR  16 NO. 16 A 02/24/40 SUR;perlaprimaverasbogota@gmail.com
Comidas;MARTELLO SAS;901322508;BOGOTA;BOGOTA D.C.;Cr8 # 170 - 52 Torre 2 Apto 1606;lorena.rodas1503@gmail.com
Comidas;INVERSIONES LORA S.A.S.;901862409;BOGOTA;BOGOTA D.C.;CL 57 B SUR NO. 69 A 25;lora.sas24@gmail.com
Comidas;INMOBILIARIA CAÑON CARVAJAL S A S;900423964;BOGOTA;BOGOTA D.C.;CLL 108 NO. 45 A 25;gerencia@bellhousebogota.com
Comidas;SEXTA LINEA S.A.S;901357414;BOGOTA;BOGOTA D.C.;Calle 160 # 72 34 Interior 42 Colina;sextalineasas@gmail.com
Comidas;COLOMBIA SOCIAL CLUB S.A.S;901941210;BOGOTA;BOGOTA D.C.;Carrera 6 119 23;humorvitreous@gmail.com
Comidas;EL COQQ S.A.S;901672771;BOGOTA;BOGOTA D.C.;CL 85 NO. 13 85;elgallosas2022@gmail.com
Comidas;QUINDU CATERING EMPRESARIAL S.A.S;901959116;BOGOTA;BOGOTA D.C.;Carrera 71 Sur 61 10;yulducu1996@gmail.com
Comidas;GRUPO A Y M SAS;901183402;BOGOTA;BOGOTA D.C.;TV 72 A NO. 44 C 12 SUR;florecita2909@hotmail.com
Comidas;AURORA EVENT GROUP SAS;901966769;BOGOTA;BOGOTA D.C.;TORRE SAMSUMG CR 7 NO. 113 - 43 USAQUEN;eventgroup.aurora@gmail.com
Comidas;YOUNG FOLKS S.A.S.;901908687;BOGOTA;BOGOTA D.C.;CR 18 NO. 53 90 AP 503;youngfolksbar@gmail.com
Comidas;RUNNERS CUB SAS;901919639;BOGOTA;BOGOTA D.C.;CL 105A NO. 14 - 50;runnerscubasociados@gmail.com
Comidas;GRAND SELECT S.A.S;901668099;BOGOTA;BOGOTA D.C.;CL 121 Nº 6 - 46 LC 246;gestoradministrativo@viaggio.com.co
Comidas;VACAY RENTALS COL SAS;901703463;BOGOTA;BOGOTA D.C.;CL 18 NO. 118 65 AP 505;erikrueda2006@gmail.com
Comidas;CENTRAL PUB BOGOTÁ S.A.S;901858923;BOGOTA;BOGOTA D.C.;Avenida Carrera 74 150 35;jopibeme81@gmail.com
Comidas;INVERSIONES BUSINESS TRAVEL S.A.S;901275252;BOGOTA;BOGOTA D.C.;CL  24 # 40 - 46;gerenciahoteldeluxe@gmail.com
Comidas;CADENAR FOOD SERVICES SAS;900014551;BOGOTA;BOGOTA D.C.;KR 19 N. 8 A-32;cadenarfs@gmail.com
Comidas;HUERTO AZUL SAS;901874417;BOGOTA;BOGOTA D.C.;CL 98 NO. 9 - 03 LOCAL 1;grupohuertoazul@gmail.com
Comidas;ESENCIA COCINA DE MERCADO S.A.S;901981213;BOGOTA;BOGOTA D.C.;Carrera 4 A 26 B 11;gestionrestesencia@gmail.com
Comidas;OPERADORA HABITEL S.A.S.;901580139;BOGOTA;BOGOTA D.C.;AC 26 NO. 100 97;notificacionesjudiciales@habitelhotels.com
Comidas;INVERSIONES GAYARI SAS;900280218;BOGOTA;BOGOTA D.C.;CR 2 NO. 108 09;contactos@gruposas.co
Comidas;ALMACENES SPORT NUEVO SAS;860525785;BOGOTA;BOGOTA D.C.;CR 15  93 60 LC 1 12;sportnuevo@hotmail.com
Comidas;DASAYA BOGOTÁ SAS;901746549;BOGOTA;BOGOTA D.C.;CR 28 BIS # 49 A 28;dasayaedificio@gmail.com
Comidas;CGH HOTELES SAS;901163857;BOGOTA;BOGOTA D.C.;CR 74 A 47 51;cghhotelescontabilidad@gmail.com
Comidas;MONTE MORENO SAS;901858402;BOGOTA;BOGOTA D.C.;CR 20 C 73 - 56;montemorenosas@gmail.com
Comidas;COMERCIALIZADORA A.R.D. SAS;901491260;BOGOTA;BOGOTA D.C.;CRA 10 A NO. 138 - 50 APTO. 308;comercializadoraardsas@gmail.com
Comidas;SOLCAFE DE COLOMBIA SAS;900631890;BOGOTA;BOGOTA D.C.;CL 59 10 59 OF 319;solcafedecolombia@gmail.com
Comidas;DIALMA S.A.S.;901294489;BOGOTA;BOGOTA D.C.;CR 17 A NO. 119 A 65 S BARBARA AP 503;dialmacolombia@gmail.com
Comidas;JNB CORREA & CIA SAS;900493440;BOGOTA;BOGOTA D.C.;CL 19 NO. 4 74 OF 704;byroncome@hotmail.com
Comidas;GUD FOOD SAS;901934234;BOGOTA;BOGOTA D.C.;CR 18 NO. 116 13;gudfood.co@gmail.com
Comidas;AGROPECUARIA LA EXTENSA S A S;900484148;BOGOTA;BOGOTA D.C.;CR 15 BIS NO. 18 29;lozanogaitanjorge@gmail.com
Comidas;LA GAUCHA SAS;901204456;BOGOTA;BOGOTA D.C.;CARRERA 18 # 85 - 10 (GARAJE 3 ) EDIFICI;lagauchacolombia@gmail.com
Comidas;INVERSIONES FLOREZGO SAS;901191760;BOGOTA;BOGOTA D.C.;KR 14 A 60 -86;hostalbuenaventura@outlook.com
Comidas;INVERSIONES RIVGO S.A.S;901331224;BOGOTA;BOGOTA D.C.;CR 14 127 25 AP 407;contabilidadrivgosas@gmail.com
Comidas;COCTELERIA ARTESANAL SAS;901047072;BOGOTA;BOGOTA D.C.;CARRERA 12 A # 83 -64;info@huertabar.com
